ID,QUESTION_ID,ANSWER
500100631,500100172,Yes
500100632,500100172,No
500100633,500100172,Somewhat
500100634,500100173,Very satisfied
500100635,500100173,Satisfied
500100636,500100173,Neutral
500100637,500100173,Dissatisfied
500100638,500100173,Very dissatisfied
500100639,500100174,Yes
500100640,500100174,No
500100641,500100175,Yes
500100642,500100175,No
500100643,500100175,Sometimes
500100644,500100177,Executive/Senior Management
500100645,500100177,Manager
500100646,500100177,Staff/Employee
500100647,500100178,Less than 1 year
500100648,500100178,1-3 years
500100649,500100178,3-5 years
500100650,500100178,5-10 years
500100651,500100178,More than 10 years
500100652,500100179,1
500100653,500100179,2
500100654,500100179,3
500100655,500100179,4
500100656,500100179,5
500100657,500100180,Yes
500100658,500100180,No
500100659,500100181,Excellent
500100660,500100181,Good
500100661,500100181,Average
500100662,500100181,Poor
500100663,500100181,Very poor
500100664,500100182,1
500100665,500100182,2
500100666,500100182,3
500100667,500100182,4
500100668,500100182,5
500100669,500100182,6
500100670,500100182,7
500100671,500100182,8
500100672,500100182,9
500100673,500100182,10
500100674,500100184,Executive/Senior Management
500100675,500100184,Manager
500100676,500100184,Staff/Employee
500100677,500100184,Intern
500100678,500100184,Other (please specify): __________________
500100679,500100185,Less than 1 year
500100680,500100185,1-3 years
500100681,500100185,3-5 years
500100682,500100185,5-10 years
500100683,500100185,More than 10 years
500100684,500100186,Yes
500100685,500100186,No
500100686,500100187,Very satisfied
500100687,500100187,Satisfied
500100688,500100187,Neutral
500100689,500100187,Dissatisfied
500100690,500100187,Very dissatisfied
500100691,500100187,N/A (have not applied)
500100692,500100188,"Yes, completely"
500100693,500100188,"Yes, to some extent"
500100694,500100188,"No, not really"
500100695,500100188,"No, not at all"
500100696,500100190,Executive/Senior Management
500100697,500100190,Manager
500100698,500100190,Staff/Employee
500100699,500100191,Less than 1 year
500100700,500100191,1-3 years
500100701,500100191,3-5 years
500100702,500100191,5-10 years
500100703,500100191,More than 10 years
500100704,500100192,"Yes, regularly"
500100705,500100192,"Yes, occasionally"
500100706,500100192,"No, not really"
500100707,500100192,"No, not at all"
500100708,500100193,"Yes, successfully"
500100709,500100193,"Yes, unsuccessfully"
500100710,500100193,"No, not yet"
500100711,500100194,"Yes, completely"
500100712,500100194,"Yes, to some extent"
500100713,500100194,"No, not really"
500100714,500100194,"No, not at all"
500100715,500100198,Executive/Senior Management
500100716,500100198,Manager
500100717,500100198,Staff/Employee
500100718,500100199,Less than 1 year
500100719,500100199,1-3 years
500100720,500100199,3-5 years
500100721,500100199,5-10 years
500100722,500100199,More than 10 years
500100723,500100200,1
500100724,500100200,2
500100725,500100200,3
500100726,500100200,4
500100727,500100200,5
500100728,500100201,Extremely aware of
500100729,500100201,Very aware of
500100730,500100201,Not so much aware of
500100731,500100201,Barely aware of
500100732,500100201,Not at all
500100733,500100202,Yes
500100734,500100202,No
500100735,500100203,Yes
500100736,500100203,No
500100737,500100203,Somewhat
500100738,500100204,Yes
500100739,500100204,No
500100740,500100204,"Not yet, but I would like to"
500100741,500100208,Executive/Senior Management
500100742,500100208,Manager
500100743,500100208,Staff/Employee
500100744,500100208,Intern
500100745,500100208,Other (please specify): __________________
500100746,500100209,Less than 1 year
500100747,500100209,1-3 years
500100748,500100209,3-5 years
500100749,500100209,5-10 years
500100750,500100209,More than 10 years
500100751,500100210,Less than 1 year
500100752,500100210,1-3 years
500100753,500100210,3-5 years
500100754,500100210,5-10 years
500100755,500100210,More than 10 years
500100756,500100211,Very satisfied
500100757,500100211,Satisfied
500100758,500100211,Neutral
500100759,500100211,Dissatisfied
500100760,500100211,Very dissatisfied
500100761,500100212,Very satisfied
500100762,500100212,Satisfied
500100763,500100212,Neutral
500100764,500100212,Dissatisfied
500100765,500100212,Very dissatisfied
500100766,500100213,Very clearly
500100767,500100213,Clearly
500100768,500100213,Somewhat clearly
500100769,500100213,Not clearly
500100770,500100213,Not at all clearly
500100771,500100214,Very high
500100772,500100214,High
500100773,500100214,Moderate
500100774,500100214,Low
500100775,500100214,Very low
500100776,500100215,Very satisfied
500100777,500100215,Satisfied
500100778,500100215,Neutral
500100779,500100215,Dissatisfied
500100780,500100215,Very dissatisfied
500100781,500100216,Excellent
500100782,500100216,Good
500100783,500100216,Fair
500100784,500100216,Poor
500100785,500100216,Very Poor
500100786,500100217,"Yes, always"
500100787,500100217,Sometimes
500100788,500100217,It depends on my stress level
500100789,500100217,Never
500100790,500100218,Completely agree
500100791,500100218,Partially agree
500100792,500100218,Neutral
500100793,500100218,Partially disagree
500100794,500100218,Completely disagree
500100795,500100219,"Yes, regularly"
500100796,500100219,"Yes, but occasionally"
500100797,500100219,"Yes, but rarely"
500100798,500100219,Never
500100799,500100220,Very satisfied
500100800,500100220,Satisfied
500100801,500100220,Neutral
500100802,500100220,Dissatisfied
500100803,500100220,Very dissatisfied
500100804,500100221,Very satisfied
500100805,500100221,Satisfied
500100806,500100221,Neutral
500100807,500100221,Dissatisfied
500100808,500100221,Very dissatisfied
500100809,500100222,"Yes, definitely"
500100810,500100222,"Yes, but the process may become too long"
500100811,500100222,Neutral
500100812,500100222,I am not sure
500100813,500100222,Absolutely not
500100814,500100223,Very likely
500100815,500100223,Likely
500100816,500100223,Neutral
500100817,500100223,Unlikely
500100818,500100223,Very unlikely
500100819,500100225,Sales & Marketing
500100820,500100225,R&D
500100821,500100225,Customer support
500100822,500100225,Human Resources
500100823,500100225,Finance
500100824,500100226,1
500100825,500100226,2
500100826,500100226,3
500100827,500100226,4
500100828,500100226,5
500100829,500100227,Yes
500100830,500100227,No
500100831,500100227,Partially
500100832,500100228,Very well
500100833,500100228,Well
500100834,500100228,Neutral
500100835,500100228,Poorly
500100836,500100228,Very poorly
500100837,500100229,Yes
500100838,500100229,No
500100839,500100229,Partially
500100840,500100230,Very satisfied
500100841,500100230,Satisfied
500100842,500100230,Neutral
500100843,500100230,Dissatisfied
500100844,500100230,Very dissatisfied
500100845,500100231,Yes
500100846,500100231,No
500100847,500100231,Partially
500100848,500100232,Executive/Senior Management
500100849,500100232,Manager
500100850,500100232,Staff/Employee
500100851,500100233,Less than 1 year
500100852,500100233,1-3 years
500100853,500100233,3-5 years
500100854,500100233,5-10 years
500100855,500100233,More than 10 years
500100856,500100234,Very poor
500100857,500100234,Poor
500100858,500100234,Average
500100859,500100234,Good
500100860,500100234,Very good
500100861,500100235,Yes
500100862,500100235,No
500100863,500100235,Sometimes
500100864,500100236,1
500100865,500100236,2
500100866,500100236,3
500100867,500100236,4
500100868,500100236,5
500100869,500100236,6
500100870,500100236,7
500100871,500100236,8
500100872,500100236,9
500100873,500100236,10
500100874,500100239,Completely agree
500100875,500100239,Partially agree
500100876,500100239,Neutral
500100877,500100239,Partially disagree
500100878,500100239,Completely disagree
500100879,500100240,Very effectively
500100880,500100240,Effectively
500100881,500100240,Neutral
500100882,500100240,Ineffectively
500100883,500100240,Very ineffectively
500100884,500100241,Excellent
500100885,500100241,Good
500100886,500100241,Average
500100887,500100241,Poor
500100888,500100241,Very poor
500100889,500100242,"Yes, always"
500100890,500100242,"Yes, sometimes"
500100891,500100242,"No, not often"
500100892,500100242,"No, never"
500100893,500100245,Executive/Senior Management
500100894,500100245,Manager
500100895,500100245,Staff/Employee
500100896,500100245,Intern
500100897,500100245,Other (please specify): __________________
500100898,500100246,Very effective
500100899,500100246,Effective
500100900,500100246,Neutral
500100901,500100246,Ineffective
500100902,500100246,Very ineffective
500100903,500100247,"Yes, always"
500100904,500100247,"Yes, most of the time"
500100905,500100247,Sometimes
500100906,500100247,Rarely
500100907,500100247,"No, never"
500100908,500100248,"Yes, completely"
500100909,500100248,"Yes, to some extent"
500100910,500100248,"No, not really"
500100911,500100248,"No, not at all"
500100912,500100252,Executive/Senior Management
500100913,500100252,Manager
500100914,500100252,Staff/Employee
500100915,500100253,Extremely Effective
500100916,500100253,Very Effective
500100917,500100253,Moderately Effective
500100918,500100253,Slightly Effective
500100919,500100253,Not Effective at All
500100920,500100254,Clear Communication
500100921,500100254,Empathy and Understanding
500100922,500100254,Decisiveness
500100923,500100254,Integrity and Honesty
500100924,500100254,Vision and Strategic Thinking
500100925,500100254,Supportiveness and Encouragement
500100926,500100254,Ability to Inspire and Motivate
500100927,500100254,Adaptability and Flexibility
500100928,500100254,Transparency and Openness
500100929,500100254,Accountability and Responsibility
500100930,500100254,Other (please specify)
500100931,500100255,Yes
500100932,500100255,No
500100933,500100255,Sometimes
500100934,500100256,Very Transparent and Inclusive
500100935,500100256,Mostly Transparent and Inclusive
500100936,500100256,Somewhat Transparent and Inclusive
500100937,500100256,Slightly Transparent and Inclusive
500100938,500100256,Not Transparent and Inclusive at All
500100939,500100257,Yes
500100940,500100257,No
500100941,500100257,Sometimes
500100942,500100258,Yes
500100943,500100258,No
500100944,500100258,Not applicable
500100945,500100260,1
500100946,500100260,2
500100947,500100260,3
500100948,500100260,4
500100949,500100260,5
500100950,500100261,Yes
500100951,500100261,No
500100952,500100261,Partially
500100953,500100262,Yes
500100954,500100262,No
500100955,500100262,Partially
500100956,500100263,1
500100957,500100263,2
500100958,500100263,3
500100959,500100263,4
500100960,500100263,5
500100961,500100263,6
500100962,500100263,7
500100963,500100263,8
500100964,500100263,9
500100965,500100263,10
500100966,500100267,1
500100967,500100267,2
500100968,500100267,3
500100969,500100267,4
500100970,500100267,5
500100971,500100268,Excellent
500100972,500100268,Good
500100973,500100268,Average
500100974,500100268,Poor
500100975,500100268,Very poor
500100976,500100269,"Yes, completely"
500100977,500100269,"Yes, to some extent"
500100978,500100269,"No, not really"
500100979,500100269,"No, not at all"
500100980,500100273,"Yes, completely"
500100981,500100273,"Yes, to some extent"
500100982,500100273,"No, not really"
500100983,500100273,"No, not at all"
500100984,500100274,"Yes, completely"
500100985,500100274,"Yes, to some extent"
500100986,500100274,"No, not really"
500100987,500100274,"No, not at all"
500100988,500100275,Excellent
500100989,500100275,Good
500100990,500100275,Neutral
500100991,500100275,Poor
500100992,500100275,Very poor
500100993,500100279,Excellent
500100994,500100279,Good
500100995,500100279,Fair
500100996,500100279,Poor
500100997,500100279,Very Poor
500100998,500100280,Yes
500100999,500100280,No
500101000,500100280,Partially
500101001,500100281,1
500101002,500100281,2
500101003,500100281,3
500101004,500100281,4
500101005,500100281,5
500101006,500100281,6
500101007,500100281,7
500101008,500100281,8
500101009,500100281,9
500101010,500100281,10
500101011,500100282,Yes
500101012,500100282,No
500101013,500100282,Partially
500101014,500100283,Yes
500101015,500100283,No
500101016,500100283,Partially
500101017,500100284,Yes
500101018,500100284,No
500101019,500100284,Not applicable
500101020,500100287,Executive/Senior Management
500101021,500100287,Manager
500101022,500100287,Staff/Employee
500101023,500100287,Intern
500101024,500100287,Other (please specify): __________________
500101025,500100288,Less than 1 year
500101026,500100288,1-3 years
500101027,500100288,3-5 years
500101028,500100288,5-10 years
500101029,500100288,More than 10 years
500101030,500100289,Always
500101031,500100289,Often
500101032,500100289,Sometimes
500101033,500100289,Rarely
500101034,500100289,Never
500101035,500100290,Workload
500101036,500100290,Deadlines
500101037,500100290,Performance expectations
500101038,500100290,Interpersonal conflicts
500101039,500100290,Lack of resources
500101040,500100290,Management style
500101041,500100290,Work-life balance
500101042,500100290,Other (please specify): __________________
500101043,500100291,High volume of work
500101044,500100291,Tight deadlines
500101045,500100291,Ambiguous job expectations
500101046,500100291,Inadequate support from management
500101047,500100291,Limited opportunities for advancement
500101048,500100291,Lack of recognition
500101049,500100291,Conflicts with colleagues
500101050,500100291,Long working hours
500101051,500100291,Personal issues affecting work
500101052,500100291,Other (please specify): __________________
500101053,500100292,Very positively
500101054,500100292,Positively
500101055,500100292,Neutral
500101056,500100292,Negatively
500101057,500100292,Very negatively
500101058,500100293,Yes
500101059,500100293,No
500101060,500100295,Very positively
500101061,500100295,Positively
500101062,500100295,Neutral
500101063,500100295,Negatively
500101064,500100295,Very negatively
500101065,500100296,Very effective
500101066,500100296,Effective
500101067,500100296,Neutral
500101068,500100296,Ineffective
500101069,500100296,Very ineffective
500101070,500100297,Employee assistance programs (EAP)
500101071,500100297,Stress management workshops
500101072,500100297,Flexible work hours
500101073,500100297,Remote work options
500101074,500100297,Access to mental health professionals
500101075,500100297,Supportive management
500101076,500100297,Team-building activities
500101077,500100297,Other (please specify): __________________
500101078,500100299,Yes
500101079,500100299,No
500101080,500100299,Sometimes
500101081,500100301,Yes
500101082,500100301,No
500101083,500100302,1
500101084,500100302,2
500101085,500100302,3
500101086,500100302,4
500101087,500100302,5
500101088,500100302,6
500101089,500100302,7
500101090,500100302,8
500101091,500100302,9
500101092,500100302,10
500101093,500100303,Understanding unconscious bias
500101094,500100303,Promoting cultural competency
500101095,500100303,Addressing stereotypes and prejudices
500101096,500100303,Enhancing communication across diverse teams
500101097,500100303,Providing tools for inclusive leadership
500101098,500100303,Fostering a sense of belonging for all employees
500101099,500100303,Other (please specify): __________________
500101100,500100304,"Yes, strongly agree"
500101101,500100304,"Yes, somewhat agree"
500101102,500100304,Neutral
500101103,500100304,"No, somewhat disagree"
500101104,500100304,"No, strongly disagree"
500101105,500100308,1
500101106,500100308,2
500101107,500100308,3
500101108,500100308,4
500101109,500100308,5
500101110,500100308,6
500101111,500100308,7
500101112,500100308,8
500101113,500100308,9
500101114,500100308,10
500101115,500100309,Very frequently
500101116,500100309,Frequently
500101117,500100309,Occasionally
500101118,500100309,Rarely
500101119,500100309,Never
500101120,500100310,Completely agree
500101121,500100310,Partially agree
500101122,500100310,Neutral
500101123,500100310,Partially disagree
500101124,500100310,Completely disagree
500101125,500100311,Yes
500101126,500100311,No
500101127,500100311,Sometimes
500101128,500100315,1
500101129,500100315,2
500101130,500100315,3
500101131,500100315,4
500101132,500100315,5
500101133,500100316,Very frequently
500101134,500100316,Frequently
500101135,500100316,Occasionally
500101136,500100316,Rarely
500101137,500100316,Never
500101138,500100317,"Yes, always"
500101139,500100317,"Yes, sometimes"
500101140,500100317,"No, not often"
500101141,500100317,"No, never"
500101142,500100318,Very transparent
500101143,500100318,Somewhat transparent
500101144,500100318,Neutral
500101145,500100318,Not very transparent
500101146,500100318,Not transparent at all
500101147,500100321,Executive/Senior Management
500101148,500100321,Manager
500101149,500100321,Staff/Employee
500101150,500100322,Less than 1 year
500101151,500100322,1-3 years
500101152,500100322,3-5 years
500101153,500100322,5-10 years
500101154,500100322,More than 10 years
500101155,500100323,Less than 1 year
500101156,500100323,1-3 years
500101157,500100323,3-5 years
500101158,500100323,5-10 years
500101159,500100323,More than 10 years
500101160,500100324,"Of course, I feel ready"
500101161,500100324,"I would like to, but right now I need to increase my skills."
500101162,500100324,I do not know
500101163,500100324,"No, I am comfortable in my current role and would not like to change it"
500101164,500100325,1
500101165,500100325,2
500101166,500100325,3
500101167,500100325,4
500101168,500100325,5
500101169,500100326,Yes
500101170,500100326,No
500101171,500100327,Very frequent
500101172,500100327,Frequent
500101173,500100327,Occasional
500101174,500100327,Rare
500101175,500100327,Very rare
500101176,500100328,"Yes, completely"
500101177,500100328,"Yes, to some extent"
500101178,500100328,"No, not really"
500101179,500100328,"No, not at all"
500101180,500100332,Executive/Senior Management
500101181,500100332,Manager
500101182,500100332,Staff/Employee
500101183,500100332,Intern
500101184,500100332,Other (please specify): __________________
500101185,500100333,Less than 1 year
500101186,500100333,1-3 years
500101187,500100333,3-5 years
500101188,500100333,5-10 years
500101189,500100333,More than 10 years
500101190,500100334,I feel extremely valued and appreciated.
500101191,500100334,I feel valued and appreciated.
500101192,500100334,"I feel somewhat valued, but there is room for improvement."
500101193,500100334,"I feel occasionally valued, but often overlooked."
500101194,500100334,I do not feel valued at all.
500101195,500100335,Yes
500101196,500100335,No
500101197,500100336,Very satisfied
500101198,500100336,Satisfied
500101199,500100336,Neutral
500101200,500100336,Dissatisfied
500101201,500100336,Very dissatisfied
500101202,500100337,Yes
500101203,500100337,No
500101204,500100340,Executive/Senior Management
500101205,500100340,Manager
500101206,500100340,Staff/Employee
500101207,500100341,Yes
500101208,500100341,No
500101209,500100341,Not sure
500101210,500100342,Very involved
500101211,500100342,Somewhat involved
500101212,500100342,Neutral
500101213,500100342,Not very involved
500101214,500100342,Not involved at all
500101215,500100343,Very clear
500101216,500100343,Somewhat clear
500101217,500100343,Very unclear
500101218,500100345,Executive/Senior Management
500101219,500100345,Manager
500101220,500100345,Staff/Employee
500101221,500100345,Intern
500101222,500100345,Other (please specify): __________________
500101223,500100346,Less than 1 year
500101224,500100346,1-3 years
500101225,500100346,3-5 years
500101226,500100346,5-10 years
500101227,500100346,More than 10 years
500101228,500100347,1
500101229,500100347,2
500101230,500100347,3
500101231,500100347,4
500101232,500100347,5
500101233,500100347,6
500101234,500100347,7
500101235,500100347,8
500101236,500100347,9
500101237,500100347,10
500101238,500100350,Less than 6 months
500101239,500100350,6-12 months
500101240,500100350,1-2 years
500101241,500100350,More than 2 years
500101242,500100350,Not applicable
500101243,500100351,1-2 days
500101244,500100351,3-4 days
500101245,500100351,5 days or full-time remote
500101246,500100351,"Not at all, I prefer going to the office"
500101247,500100351,"Not at all, I haven?t this possibility"
500101248,500100352,More productive remotely
500101249,500100352,Equally productive
500101250,500100352,Less productive remotely
500101251,500100353,"Video conferencing (e.g., Zoom, Microsoft Teams)"
500101252,500100353,Instant messaging/chat applications
500101253,500100353,Project management tools
500101254,500100353,File sharing and document collaboration tools
500101255,500100353,Email
500101256,500100353,Phone calls
500101257,500100353,Other (please specify): __________________
500101258,500100354,Feelings of isolation or loneliness
500101259,500100354,Difficulty separating work and personal life
500101260,500100354,Communication challenges with colleagues or managers
500101261,500100354,Technical issues or connectivity problems
500101262,500100354,Lack of access to necessary resources or equipment
500101263,500100354,Distractions at home
500101264,500100354,Other (please specify): __________________
500101265,500100356,Sales & Marketing
500101266,500100356,Customer support
500101267,500100356,Human Resources
500101268,500100356,Finance
500101269,500100356,R&D
500101270,500100357,Outdoor team-building events
500101271,500100357,Team-building workshops
500101272,500100357,Volunteer activities
500101273,500100357,Team lunches or dinners
500101274,500100357,Sports or recreational activities
500101275,500100357,Team challenges or competitions
500101276,500100357,Other (please specify): __________________
500101277,500100358,Yes
500101278,500100358,No
500101279,500100358,Not sure
500101280,500100362,Very satisfied
500101281,500100362,Partially satisfied
500101282,500100362,Neutral
500101283,500100362,Partially unsatisfied
500101284,500100362,Completely unsatisfied
500101285,500100363,Completely agree
500101286,500100363,Partially agree
500101287,500100363,Neutral
500101288,500100363,Partially disagree
500101289,500100363,Completely disagree
500101290,500100364,Yes
500101291,500100364,No
500101292,500100364,Somewhat
500101293,500100367,Executive/Senior Management
500101294,500100367,Manager
500101295,500100367,Staff/Employee
500101296,500100367,Intern
500101297,500100367,Other (please specify): __________________
500101298,500100368,Less than 1 year
500101299,500100368,1-3 years
500101300,500100368,3-5 years
500101301,500100368,5-10 years
500101302,500100368,More than 10 years
500101303,500100369,Yes
500101304,500100369,No
500101305,500100369,I am currently doing it
500101306,500100370,Very relevant and useful
500101307,500100370,Somewhat relevant
500101308,500100370,Neutral
500101309,500100370,Not very relevant
500101310,500100370,Not relevant at all
500101311,500100371,Yes
500101312,500100371,No
500101313,500100371,Partially
500101314,500100371,Not applicable
500101315,500100375,Yes
500101316,500100375,No
500101317,500100376,Very relevant and beneficial
500101318,500100376,Relevant and beneficial
500101319,500100376,Neutral
500101320,500100376,Not very relevant and beneficial
500101321,500100376,Not relevant and beneficial at all
500101322,500100377,"Yes, completely"
500101323,500100377,"Yes, to some extent"
500101324,500100377,"No, not really"
500101325,500100377,"No, not at all"
500101326,500100381,Less than 1 year
500101327,500100381,1-3 years
500101328,500100381,3-5 years
500101329,500100381,5-10 years
500101330,500100381,More than 10 years
500101331,500100382,Yes
500101332,500100382,No
500101333,500100382,Not applicable
500101334,500100383,Yes
500101335,500100383,No
500101336,500100383,Somewhat
500101337,500100384,Yes
500101338,500100384,No
500101339,500100384,Partially
500101340,500100386,Executive/Senior Management
500101341,500100386,Manager
500101342,500100386,Staff/Employee
500101343,500100386,Intern
500101344,500100386,Other (please specify): __________________
500101345,500100387,Less than 1 year
500101346,500100387,1-3 years
500101347,500100387,3-5 years
500101348,500100387,5-10 years
500101349,500100387,More than 10 years
500101350,500100388,Very often
500101351,500100388,Often
500101352,500100388,Sometimes
500101353,500100388,Rarely
500101354,500100388,Never
500101355,500100389,Yes
500101356,500100389,No
500101357,500100389,Sometimes
500101358,500100392,Executive/Senior Management
500101359,500100392,Manager
500101360,500100392,Staff/Employee
500101361,500100392,Intern
500101362,500100392,Other (please specify): __________________
500101363,500100393,Less than 1 year
500101364,500100393,1-3 years
500101365,500100393,3-5 years
500101366,500100393,5-10 years
500101367,500100393,More than 10 years
500101368,500100394,1
500101369,500100394,2
500101370,500100394,3
500101371,500100394,4
500101372,500100394,5
500101373,500100394,6
500101374,500100394,7
500101375,500100394,8
500101376,500100394,9
500101377,500100394,10
500101378,500100395,"Yes, always"
500101379,500100395,"Yes, sometimes"
500101380,500100395,"No, not often"
500101381,500100395,"No, never"
500101382,500100396,Yes
500101383,500100396,Sometimes
500101384,500100396,No
500101385,500100399,Executive/Senior Management
500101386,500100399,Manager
500101387,500100399,Staff/Employee
500101388,500100399,Intern
500101389,500100399,Other (please specify): __________________
500101390,500100400,Less than 1 year
500101391,500100400,1-3 years
500101392,500100400,3-5 years
500101393,500100400,5-10 years
500101394,500100400,More than 10 years
500101395,500100401,"Yes, always"
500101396,500100401,"Yes, most of the time"
500101397,500100401,Sometimes
500101398,500100401,Rarely
500101399,500100401,"No, never"
500101400,500100402,"Yes, frequently"
500101401,500100402,"Yes, occasionally"
500101402,500100402,"No, never"
500101403,500100403,"Yes, completely"
500101404,500100403,"Yes, to some extent"
500101405,500100403,"No, not really"
500101406,500100403,"No, not at all"
500101407,500100407,Full-time
500101408,500100407,Part-time 50%
500101409,500100407,Part-time 75%
500101410,500100407,Occasional
500101411,500100408,Less than 1 year
500101412,500100408,1-3 years
500101413,500100408,3-5 years
500101414,500100408,5-10 years
500101415,500100408,More than 10 years
500101416,500100409,1
500101417,500100409,2
500101418,500100409,3
500101419,500100409,4
500101420,500100409,5
500101421,500100410,Very often
500101422,500100410,Often
500101423,500100410,Sometimes
500101424,500100410,Rarely
500101425,500100410,Never
500101426,500100411,Completely agree
500101427,500100411,Partially agree
500101428,500100411,Neutral
500101429,500100411,Partially disagree
500101430,500100411,Completely disagree
500101431,500100412,Yes
500101432,500100412,No
500101433,500100414,Less than 1 year
500101434,500100414,1-3 years
500101435,500100414,3-5 years
500101436,500100414,5-10 years
500101437,500100414,More than 10 years
500101438,500100415,1
500101439,500100415,2
500101440,500100415,3
500101441,500100415,4
500101442,500100415,5
500101443,500100415,6
500101444,500100415,7
500101445,500100415,8
500101446,500100415,9
500101447,500100415,10
500101448,500100416,Yes
500101449,500100416,No
500101450,500100416,Sometimes
500101451,500100417,Very often
500101452,500100417,Often
500101453,500100417,Occasionally
500101454,500100417,Rarely
500101455,500100417,Never
500101456,500100418,Completely agree
500101457,500100418,Partially agree
500101458,500100418,Neutral
500101459,500100418,Partially disagree
500101460,500100418,Completely disagree
500101461,500100420,Executive/Senior Management
500101462,500100420,Manager
500101463,500100420,Staff/Employee
500101464,500100420,Intern
500101465,500100420,Other (please specify): __________________
500101466,500100421,1
500101467,500100421,2
500101468,500100421,3
500101469,500100421,4
500101470,500100421,5
500101471,500100422,"Yes, always"
500101472,500100422,"Yes, sometimes"
500101473,500100422,"No, not often"
500101474,500100422,"No, never"
500101475,500100423,"Yes, always"
500101476,500100423,"Yes, sometimes"
500101477,500100423,"No, not often"
500101478,500100423,"No, never"
500101479,500100425,Executive/Senior Management
500101480,500100425,Manager
500101481,500100425,Staff/Employee
500101482,500100425,Intern
500101483,500100425,Other (please specify): __________________
500101484,500100426,Less than 1 year
500101485,500100426,1-3 years
500101486,500100426,3-5 years
500101487,500100426,5-10 years
500101488,500100426,More than 10 years
500101489,500100427,1
500101490,500100427,2
500101491,500100427,3
500101492,500100427,4
500101493,500100427,5
500101494,500100427,6
500101495,500100427,7
500101496,500100427,8
500101497,500100427,9
500101498,500100427,10
500101499,500100428,"Yes, always"
500101500,500100428,"Yes, most of the time"
500101501,500100428,Sometimes
500101502,500100428,Rarely
500101503,500100428,"No, never"
500101504,500100429,Very frequently
500101505,500100429,Frequently
500101506,500100429,Occasionally
500101507,500100429,Rarely
500101508,500100429,Never
500101509,500100430,"Yes, always"
500101510,500100430,"Yes, most of the time"
500101511,500100430,Sometimes
500101512,500100430,Rarely
500101513,500100430,"No, never"
500101514,500100432,Executive/Senior Management
500101515,500100432,Manager
500101516,500100432,Staff/Employee
500101517,500100432,Intern
500101518,500100432,Other (please specify): ________________
500101519,500100433,Less than 1 year
500101520,500100433,1-3 years
500101521,500100433,3-5 years
500101522,500100433,5-10 years
500101523,500100433,More than 10 years
500101524,500100434,Always
500101525,500100434,Almost always
500101526,500100434,Often
500101527,500100434,Sometimes
500101528,500100434,Rarely
500101529,500100434,Never
500101530,500100435,Yes
500101531,500100435,No
500101532,500100435,Sometimes
500101533,500100436,Yes
500101534,500100436,No
500101535,500100436,Not sure
500101536,500100437,Yes
500101537,500100437,No
500101538,500100438,Yes
500101539,500100438,No
500101540,500100438,Sometimes
500101541,500100439,1
500101542,500100439,2
500101543,500100439,3
500101544,500100439,4
500101545,500100439,5
500101546,500100440,Very poor
500101547,500100440,Poor
500101548,500100440,Average
500101549,500100440,Good
500101550,500100440,Very good
500101551,500100441,Yes
500101552,500100441,No
500101553,500100441,Sometimes
500101554,500100442,1
500101555,500100442,2
500101556,500100442,3
500101557,500100442,4
500101558,500100442,5
500101559,500100442,6
500101560,500100442,7
500101561,500100442,8
500101562,500100442,9
500101563,500100442,10
500101564,500100446,Executive/Senior Management
500101565,500100446,Manager
500101566,500100446,Staff/Employee
500101567,500100446,Intern
500101568,500100446,Other (please specify): __________________
500101569,500100447,Less than 1 year
500101570,500100447,1-3 years
500101571,500100447,3-5 years
500101572,500100447,5-10 years
500101573,500100447,More than 10 years
500101574,500100448,Very inclusive and diverse
500101575,500100448,Somewhat inclusive and diverse
500101576,500100448,Neutral
500101577,500100448,Not very inclusive and diverse
500101578,500100448,Not inclusive and diverse at all
500101579,500100449,"Yes, always"
500101580,500100449,"Yes, sometimes"
500101581,500100449,"No, not often"
500101582,500100449,"No, never"
500101583,500100450,Very comfortable
500101584,500100450,Comfortable
500101585,500100450,Neutral
500101586,500100450,Uncomfortable
500101587,500100450,Very uncomfortable
500101588,500100451,"Yes, always"
500101589,500100451,"Yes, sometimes"
500101590,500100451,"No, not often"
500101591,500100451,"No, never"
500101592,500100453,1
500101593,500100453,2
500101594,500100453,3
500101595,500100453,4
500101596,500100453,5
500101597,500100453,6
500101598,500100453,7
500101599,500100453,8
500101600,500100453,9
500101601,500100453,10
500101602,500100454,Yes
500101603,500100454,No
500101604,500100454,Sometimes
500101605,500100455,Excellent
500101606,500100455,Good
500101607,500100455,Neutral
500101608,500100455,Poor
500101609,500100455,Very poor
500101610,500100456,"Yes, always"
500101611,500100456,"Yes, most of the time"
500101612,500100456,Sometimes
500101613,500100456,Rarely
500101614,500100456,"No, never"
500101615,500100457,Completely agree
500101616,500100457,Partially agree
500101617,500100457,Neutral
500101618,500100457,Partially disagree
500101619,500100457,Completely disagree
500101620,500100459,Less than 1 year
500101621,500100459,1-3 years
500101622,500100459,3-5 years
500101623,500100459,5-10 years
500101624,500100459,More than 10 years
500101625,500100460,1
500101626,500100460,2
500101627,500100460,3
500101628,500100460,4
500101629,500100460,5
500101630,500100460,6
500101631,500100460,7
500101632,500100460,8
500101633,500100460,9
500101634,500100460,10
500101635,500100461,Collaboration and Teamwork
500101636,500100461,Professional Development and Growth
500101637,500100461,Recognition and Rewards
500101638,500100461,Work-Life Balance
500101639,500100461,Inclusivity and Diversity
