ID,TYPE_ID,QUESTIONNAIRE_ID,CODE,NAME,DISPLAY_ORDER
500100255,1,500100032,Q6,Do you feel that leadership communicates effectively with employees?,4
500100256,1,500100032,Q7,How do you perceive leadership to be in their decision-making processes?,5
500100257,1,500100032,Q8,Do you feel that leadership supports your professional growth and development?,6
500100258,1,500100032,Q9,Have you received adequate guidance and feedback from leadership to help you succeed in your role?,7
500100259,4,500100032,Q11,How can leadership better engage with employees and address their needs and concerns?,8
500100260,3,500100033,Q3,"Generally, how would you rate your onboarding experience with the company? (1 being very poor, 5 being excellent)",3
500100261,1,500100033,Q4,Were the objectives and expectations of your role clearly communicated during the onboarding process?,4
500100262,1,500100033,Q5,Did you receive adequate training and resources to perform your job effectively during the onboarding process?,5
500100263,3,500100033,Q6,"Please, rate the effectiveness of your onboarding process (1 being not prepared at all, 10 being very well prepared)",6
500100264,4,500100033,Q7,What improvements would you suggest to improve the onboarding experience for new employees?,7
500100265,4,500100033,Q8,How can the company better support new employees during the onboarding process?,8
500100266,4,500100033,Q9,Any additional comments or feedback regarding the onboarding experience?,9
500100267,3,500100034,Q3,"How satisfied were you with your onboarding experience? (1 being very dissatisfied, 5 being very satisfied)",3
500100268,1,500100034,Q4,How would you rate the clarity of information provided during the onboarding process?,4
500100269,1,500100034,Q6,Did you receive sufficient training and support to perform your job effectively during the onboarding process?,6
500100270,4,500100034,Q7,Which aspects of the onboarding process did you find more useful?,7
500100271,4,500100034,Q8,Which aspects of the onboarding process do you believe could be improved?,8
500100272,4,500100034,Q9,How can the company enhance the onboarding experience for new employees?,9
500100273,1,500100035,Q4,Did you receive sufficient information and guidance during your onboarding process?,4
500100274,1,500100035,Q5,Were the onboarding activities and training sessions relevant to your role and responsibilities?,5
500100275,1,500100035,Q6,How would you rate the support provided by your manager and team members during the onboarding process?,6
500100276,4,500100035,Q7,What aspects of the onboarding process do you believe need improvement within the company?,7
500100277,4,500100035,Q8,How can the company enhance the onboarding experience to better support new employees?,8
500100278,4,500100035,Q9,Any additional comments or suggestions regarding the onboarding experience?,9
500100279,3,500100036,Q3,How would you rate the communication received from the company prior to your start date?,3
500100280,1,500100036,Q4,Were you provided with all necessary information and materials before your first day?,4
500100281,3,500100036,Q5,"On a scale of 1 to 10, how well-organized was the onboarding process? (1 being very disorganized, 10 being very organized)",5
500100282,1,500100036,Q6,Did your manager/supervisor provide you with clear expectations and goals during the onboarding process?,6
500100283,1,500100036,Q7,Were you introduced to key team members and stakeholders during the onboarding process?,7
500100284,1,500100036,Q8,"Did you receive training on company policies, procedures, and systems during the onboarding process?",8
500100285,4,500100036,Q10,What aspects of the onboarding process did you find most beneficial?,10
500100286,4,500100036,Q11,What aspects of the onboarding process do you think could be improved?,11
500100287,1,500100037,Q1,What is your role in the company?,1
500100288,1,500100037,Q2,How long have you been with the company?,2
500100289,1,500100037,Q3,How often do you feel pressure at work?,3
500100290,2,500100037,Q4,What are the main sources of pressure you experience at work? (Select all that apply),4
500100291,2,500100037,Q5,Which of the following contribute most to your work-related pressure? (Select up to 3),5
500100292,1,500100037,Q6,How does work-related pressure affect your job performance?,6
500100293,1,500100037,Q7,Have you ever taken time off work due to stress or pressure?,7
500100294,4,500100037,Q8,"If yes, please describe the circumstances:",8
500100295,1,500100037,Q9,How does work-related pressure affect your relationships with colleagues?,9
500100296,1,500100037,Q10,How effective are the resources provided by the company in helping you manage work-related pressure?,10
500100297,2,500100037,Q11,Which of the following resources do you find helpful in managing pressure at work? (Select all that apply),11
500100298,4,500100037,Q12,What additional resources or support would help you manage work-related pressure better?,12
500100299,1,500100037,Q13,Do you feel comfortable discussing work-related pressure with your manager or HR?,13
500100300,4,500100037,Q14,"If no or sometimes, what would make you feel more comfortable?",14
500100301,1,500100038,Q3,Have you participated in any diversity training programs offered by the company?,3
500100302,3,500100038,Q4,"On a scale of 1 to 10, how would you rate the overall quality of diversity training programs provided by the company? (1 being very poor, 10 being excellent)",4
500100303,2,500100038,Q5,Which aspects of the diversity training programs do you find most beneficial? (Select all that apply),5
500100304,1,500100038,Q6,Do you believe the diversity training programs have positively impacted the company's culture and workplace environment?,6
500100305,4,500100038,Q7,What improvements or changes would you suggest to enhance the quality of diversity training programs?,7
500100306,4,500100038,Q8,How can the company ensure that diversity training programs are more inclusive and beneficial for all employees?,8
500100307,4,500100038,Q9,Any additional comments or suggestions regarding diversity training programs?,9
500100308,3,500100039,Q1,"On a scale of 1 to 10, how satisfied are you with the recognition and rewards programs offered by the company? (1 being very dissatisfied, 10 being very satisfied)",1
500100309,1,500100039,Q2,How frequently do you receive recognition for your work achievements?,2
500100310,1,500100039,Q3,Recognition and rewards provided by the company are based on talent and merit.,3
500100311,1,500100039,Q4,Do you believe that the recognition and rewards provided by the company are fair and equitable?,4
500100312,4,500100039,Q5,What improvements would you suggest to enhance recognition and rewards within the company?,5
500100313,4,500100039,Q6,How can the company better tailor recognition and rewards to meet the preferences and needs of employees?,6
500100314,4,500100039,Q7,Any additional comments or feedback regarding recognition and rewards?,7
500100315,3,500100040,Q3,"How satisfied are you with the recognition and rewards programs within the company? (1 being very dissatisfied, 5 being very satisfied)",3
500100316,1,500100040,Q4,How frequently do you receive recognition or praise for your contributions to the company?,4
500100317,1,500100040,Q5,Do you feel that the recognition and rewards you receive are meaningful and aligned with your contributions?,5
500100318,1,500100040,Q6,How transparent do you feel the recognition and rewards process is within the company?,6
500100319,4,500100040,Q7,What types of recognition or rewards do you find most motivating and meaningful?,7
500100320,4,500100040,Q9,Any additional comments or suggestions regarding recognition and rewards?,9
500100321,1,500100041,Q1,What is your role in the company?,1
500100322,1,500100041,Q2,How long have you been with the company?,2
500100323,1,500100041,Q3,How long have you been with your current role?,3
500100324,1,500100041,Q4,Would you like to take on roles with more responsibility?,4
500100325,3,500100041,Q5,"On a scale of 1 to 5, how satisfied are you with the recognition and rewards programs offered by the company? (1 being very dissatisfied, 5 being very satisfied)",5
500100326,1,500100041,Q6,Have you received any form of recognition or rewards for your contributions to the company in the past year?,6
500100327,1,500100041,Q7,How would you rate the frequency of recognition and rewards within the company?,7
500100328,1,500100041,Q8,Do you feel that recognition and rewards are fairly distributed among employees?,8
500100329,4,500100041,Q9,What improvements or changes would you suggest to enhance the effectiveness of recognition and rewards programs within the company?,9
500100330,4,500100041,Q10,How can the company better acknowledge and reward employee contributions to foster a positive work environment?,10
500100331,4,500100041,Q11,Any additional comments or suggestions regarding recognition and rewards?,11
500100332,1,500100042,Q1,What is your role in the company?,1
500100333,1,500100042,Q2,How long have you been in your role?,2
500100334,1,500100042,Q3,How valued do you feel by the company?,3
500100335,1,500100042,Q4,Have you received recognition for your work performance in the past year?,4
500100336,1,500100042,Q5,How satisfied are you with the frequency of recognition and appreciation received for your contributions?,5
500100337,1,500100042,Q6,Have you received any tangible rewards or incentives for your performance or achievements?,6
500100338,4,500100042,Q7,What forms of recognition or rewards do you find most meaningful and motivating?,7
500100339,4,500100042,Q8,How can the company improve its recognition and rewards programs to better motivate and engage employees?,8
500100340,1,500100043,Q1,What is your role in the company?,1
500100341,1,500100043,Q5,Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,2
500100342,1,500100043,Q3,How involved do you feel in the roadmap planning process within your team or department?,3
500100343,1,500100043,Q4,How would you rate the clarity of the goals and objectives outlined in the roadmap?,4
500100344,4,500100043,Q11,What improvements would you suggest to enhance the roadmap planning process in the future?,5
500100345,1,500100044,Q1,What is your role in the company?,1
500100346,1,500100044,Q2,How long have you been in your job position?,2
500100347,3,500100044,Q3,"How satisfied are you with your current job? (1 being very dissatisfied, 10 being very satisfied)",3
500100348,4,500100044,Q4,What aspects of your job do you find most satisfying?,4
500100349,4,500100044,Q5,What aspects of your job do you find least satisfying?,5
500100350,1,500100045,Q2,How long have you been working remotely (smart working) as part of your job?,2
500100351,1,500100045,Q3,How frequently do you work remotely (smart working) in a typical week?,3
500100352,1,500100045,Q5,How would you rate your productivity when working remotely compared to working in the office?,5
500100353,2,500100045,Q6,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),6
500100354,2,500100045,Q7,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",7
500100355,4,500100045,Q8,How could the company better support you in your remote work setup?,8
500100356,1,500100046,Q1,Which team or department do you belong to?,1
500100357,2,500100046,Q2,Which team-building activities have you found most beneficial or enjoyable? (Select all that apply),2
500100358,1,500100046,Q3,Have you noticed any positive changes in team dynamics or morale as a result of participating in team-building initiatives?,3
500100359,4,500100046,Q4,What aspects of past team-building initiatives do you think were particularly effective?,4
500100360,4,500100046,Q5,What aspects of past team-building initiatives do you think need improvement?,5
500100361,4,500100046,Q6,Do you have any suggestions for new team-building activities or improvements to existing ones?,6
500100362,1,500100047,Q4,How satisfied are you with the quality of training and development programs offered by the company?,1
500100363,3,500100047,Q6,Training programs were effective in enhancing my skills and knowledge,2
500100364,1,500100047,Q5,Did the training programs you attended align with your career goals and development needs?,3
500100365,4,500100047,Q8,How can the company better tailor training programs to meet the individual needs of employees?,4
500100366,4,500100047,Q9,Any additional comments or feedback regarding training and development programs?,5
500100367,1,500100048,Q1,What is your role in the company?,1
500100368,1,500100048,Q2,How long have you been with the company?,2
500100369,1,500100048,Q3,Have you participated in any training or development programs provided by the company?,3
500100370,1,500100048,Q4,How relevant do you find the topics covered in the training and development programs to your role and career growth?,4
500100371,1,500100048,Q5,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,5
500100372,4,500100048,Q6,What types of training and development programs would you like to see offered in the future?,6
500100373,4,500100048,Q7,How can the company improve the delivery or format of existing training and development programs?,7
500100374,4,500100048,Q8,Any additional comments or suggestions regarding training and development programs?,8
500100375,1,500100049,Q4,Have you participated in any training or development programs provided by the company in the past year?,4
500100376,1,500100049,Q5,How relevant and beneficial do you find the training and development programs to your job role and career growth?,5
500100377,1,500100049,Q6,Do you feel that the company invests enough resources in employee training and development?,6
500100378,4,500100049,Q7,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,7
500100379,4,500100049,Q8,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,8
500100380,4,500100049,Q9,Any additional comments or suggestions regarding training and development programs?,9
500100381,1,500100050,Q2,How long have you been with the company?,1
500100382,1,500100050,Q3,Have you participated in any training or development programs offered by the company in the past year?,2
500100383,1,500100050,Q7,Do you feel that the training and development programs have helped you improve your skills and knowledge relevant to your job?,3
500100384,1,500100050,Q8,Have you been able to apply the knowledge or skills gained from training programs to your job effectively?,4
500100385,4,500100050,Q6,Are there any specific areas where you would like to see additional training or development opportunities?,5
500100386,1,500100051,Q1,What is your role in the company?,1
500100387,1,500100051,Q2,How long have you been with the company?,2
500100388,1,500100051,Q4,How often do you feel that work interferes with your personal life or vice versa?,3
500100389,1,500100051,Q5,Do you feel that you have enough time to fulfil your personal commitments outside of work?,4
500100390,4,500100051,Q6,What specific aspects of your job or work environment contribute to your work-life balance?,5
500100391,4,500100051,Q7,"What challenges, if any, do you face in maintaining a healthy work-life balance?",6
500100392,1,500100052,Q1,What is your role in the company?,1
500100393,1,500100052,Q2,How long have you been with the company?,2
500100394,3,500100052,Q3,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",3
500100395,1,500100052,Q4,Do you feel encouraged to take breaks and utilize your vacation time?,4
500100396,1,500100052,Q5,Do you think that your company is maintaining a healthy work-life balance?,5
500100397,4,500100052,Q6,How can the company better support employees in managing their work and personal lives?,6
500100398,4,500100052,Q7,Any additional comments or feedback regarding work-life balance?,7
500100399,1,500100053,Q1,What is your role in the company?,1
500100400,1,500100053,Q2,How long have you been with the company?,2
500100401,1,500100053,Q4,Do you feel that you have enough time to attend to personal and family matters outside of work hours?,3
500100402,1,500100053,Q5,"Have you ever felt pressured to work outside of regular work hours (e.g., evenings, weekends)?",4
500100403,1,500100053,Q6,Does your manager/team support your efforts to maintain a healthy work-life balance?,5
500100404,4,500100053,Q7,What changes or improvements would you suggest to enhance work-life balance within the company?,6
500100405,4,500100053,Q8,How can the company better support employees in achieving a healthy work-life balance?,7
500100406,4,500100053,Q9,Any additional comments or suggestions regarding work-life balance?,8
500100407,1,500100054,Q1,What type of employment do you have?,1
500100408,1,500100054,Q2,What is your tenure with the company?,2
500100409,3,500100054,Q3,"On a scale of 1 to 5, how would you rate your current work-life balance? (1 being very poor, 5 being excellent)",3
500100410,1,500100054,Q4,How often do you feel overwhelmed by your workload?,4
500100411,1,500100054,Q5,My company promotes a healthy work-life balance for its employees,5
500100412,1,500100054,Q6,"Have you utilized any work-life balance resources provided by the company (e.g., flexible work arrangements, wellness programs)?",6
500100413,4,500100054,Q7,How can the company better support employees in achieving a healthy work-life balance?,7
500100414,1,500100055,Q1,How long have you been with the company?,1
500100415,3,500100055,Q2,"How would you rate the workload management within your team? (1 being very poor, 10 being excellent)",2
500100416,1,500100055,Q3,Do you feel that you have a manageable workload considering your role and responsibilities?,3
500100417,1,500100055,Q4,How often do you feel overwhelmed by your workload?,4
500100418,1,500100055,Q5,I believe that my manager/team leader effectively delegates tasks and responsibilities.,5
500100419,4,500100055,Q6,What improvements would you suggest to better manage workloads within the company?,6
500100420,1,500100056,Q1,What is your role in the company?,1
500100421,3,500100056,Q3,"On a scale of 1 to 5, how would you rate the workload management in your department/team? (1 being very poor, 5 being excellent)",2
500100422,1,500100056,Q5,Are you provided with the necessary resources and support to manage your workload effectively?,3
500100423,1,500100056,Q6,Do you feel comfortable discussing workload concerns with your supervisor or manager?,4
500100424,4,500100056,Q8,How can the company better prioritize tasks and allocate resources to ensure a balanced workload for all employees?,5
500100425,1,500100057,Q1,What is your role in the company?,1
500100426,1,500100057,Q2,How long have you been with the company?,2
500100427,3,500100057,Q3,"Please, rate the effectiveness of workload management in your team/department? (1 being very ineffective, 10 being very effective)",3
500100428,1,500100057,Q4,Do you feel that your workload is manageable within regular working hours?,4
500100429,1,500100057,Q5,How often do you experience work overload or feel overwhelmed by your workload?,5
500100430,1,500100057,Q6,Are you able to prioritize tasks effectively to manage your workload?,6
500100431,4,500100057,Q7,How can the company support employees in managing their workloads more effectively?,7
500100432,1,500100058,Q1,What is your role in the company?,1
500100433,1,500100058,Q2,How long have you been with the company?,2
500100434,1,500100058,Q4,Is your workload manageable on a day-to-day basis?,3
500100435,1,500100058,Q5,Are you able to meet deadlines and expectations with your current workload?,4
500100436,1,500100058,Q6,Do you believe that work is distributed fairly among team members?,5
500100437,1,500100058,Q7,Have you experienced situations where you felt overwhelmed by your workload?,6
500100438,1,500100058,Q8,Are there specific tasks or projects that consistently contribute to your workload challenges?,7
500100439,3,500100059,Q3,"On a scale of 1 to 5, how would you rate the overall workplace culture within the company? (1 being very poor, 5 being excellent)",3
500100440,1,500100059,Q4,How would you describe the level of teamwork and collaboration within your team or department?,4
500100441,1,500100059,Q5,Do you feel that diversity and inclusion are valued and promoted within the company?,5
500100442,3,500100059,Q6,"On a scale of 1 to 10, how comfortable do you feel expressing your ideas and opinions within the company? (1 being very uncomfortable, 10 being very comfortable)",6
500100443,4,500100059,Q7,What improvements would you suggest to enhance workplace culture within the company?,7
500100444,4,500100059,Q8,How can the company better promote a sense of belonging and inclusivity among employees?,8
500100445,4,500100059,Q9,Any additional comments or feedback regarding workplace culture?,9
500100446,1,500100060,Q1,What is your role in the company?,1
500100447,1,500100060,Q2,How long have you been with the company?,2
500100448,1,500100060,Q4,How would you describe the level of inclusivity and diversity in the workplace?,3
500100449,1,500100060,Q5,Do you feel that the company values and promotes open communication and transparency?,4
500100450,1,500100060,Q6,"How comfortable do you feel in sharing your ideas, opinions, or concerns with colleagues and management?",5
500100451,1,500100060,Q7,Does the company prioritize employee well-being and work-life balance?,6
500100452,4,500100060,Q8,What aspects of workplace culture do you believe need improvement?,7
500100453,3,500100061,Q1,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",1
500100454,1,500100061,Q2,Do you feel safe in the workplace?,2
500100455,1,500100061,Q3,How would you describe the level of collaboration and teamwork within your team or department?,3
500100456,1,500100061,Q4,Are Diversity and inclusion valued and promoted within the company?,4
500100457,1,500100061,Q5,I feel comfortable expressing my opinions and ideas.,5
500100458,4,500100061,Q6,How can the company better foster a positive and inclusive workplace culture?,6
500100459,1,500100062,Q2,How long have you been with the company?,2
500100460,3,500100062,Q3,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",3
500100461,2,500100062,Q4,What aspects of the workplace culture do you find most positive and engaging?,4
500100462,4,500100062,Q5,What aspects do you find least positive or in need of improvement?,5
500100463,1,500100062,Q6,Do you feel that the company's values are reflected in the workplace culture?,6
500100464,1,500100062,Q8,Do you feel that there is open and effective communication among colleagues and teams?,8
500100465,3,500100062,Q9,"There is a high-degree of collaboration within the workplace, even among different team members.",9
500100466,4,500100062,Q12,Feel free to leave additional comments or feedback regarding workplace culture.,12
500100467,1,500100063,Q2,How long have you been with the company?,1
500100468,3,500100063,Q3,"On a scale of 1 to 10, how would you rate the overall workplace environment within the company? (1 being very poor, 10 being excellent)",2
500100469,1,500100063,Q4,Do you feel that the workplace is inclusive and respectful of all employees?,3
500100470,1,500100063,Q5,"How comfortable are you with the physical workspace (e.g., lighting, temperature, noise levels, etc.)?",4
500100471,1,500100063,Q7,Do you think that the company did enough to enhance the workplace environment?,5
500100472,4,500100063,Q8,How can the company better foster a sense of community and belonging in the workplace?,6
500100473,3,500100064,Q1,"On a scale of 1 to 10, how would you rate the overall workplace environment? (1 being very poor, 5 being excellent)",1
500100474,1,500100064,Q2,"Do you feel that the physical work environment (e.g., office layout, facilities) supports your productivity and well-being?",2
500100475,1,500100064,Q3,Are you satisfied with the level of cleanliness and maintenance in the workplace?,3
500100476,1,500100064,Q4,I feel safe in the work environment.,4
500100477,4,500100064,Q5,How can the company enhance the work environment to better meet your needs and expectations?,5
500100478,1,500100065,Q1,How much time do you spend in the workplace environment?,1
500100479,1,500100065,Q3,My workplace environment is very poor.,2
500100480,1,500100065,Q6,How would you rate the level of collaboration and teamwork among colleagues in the workplace?,3
500100481,1,500100065,Q7,Do you feel comfortable expressing your opinions and ideas in the workplace?,4
500100482,4,500100065,Q4,What aspects of the workplace environment do you find most positive and enjoyable?,5
500100483,4,500100065,Q5,"Are there any aspects of the workplace environment that you find challenging or negative? If yes, please specify.",6
500100484,4,500100065,Q8,Would you suggest something to enhance the workplace environment within the company?,7
500100485,1,500100066,Q1,What is your role in the company?,1
500100486,1,500100066,Q2,How long have you been with the company?,2
500100487,3,500100066,Q3,I am comfortable with my physical workspace.,3
500100488,4,500100066,Q4,Are there any aspects of the physical environment that you find distracting or uncomfortable?,4
500100489,3,500100066,Q5,"On a scale of 1 to 10, how would you rate the sense of community and camaraderie among colleagues? (1 being very low, 10 being very high)",5
500100490,1,500100066,Q6,Do you feel supported by your colleagues and supervisors in the workplace?,6
500100491,4,500100066,Q7,What improvements would you suggest to enhance the overall workplace environment within the company?,7
